Timestamp,Message,Message Type,Response,Response Type,Response Group,Response Accuracy,Accuracy Diagnosis,Fixed or Improved,Negative Sentiment,Notes
4/13/19 1:38PM,What's for dinner?,Button,"18 Below
18 Waverly Pl., New York, NY 10003
Menu
Take me there!
Harvest Table
75 Third Ave., New York, NY 10003
Menu
Take me there!
Jasper Kane
6 MetroTech Center, Brooklyn, NY 11201
Menu
Take me there!
Kimmel Marketplace
60 Washington Sq. South, New York, NY 10012
Menu
Take me there!
Kosher Eatery
5 University Pl., New York, NY 10003
Menu
Take me there!
Lipton Dining Hall
33 Washington Sq. West, New York, NY 10011
Menu
Take me there!
Palladium Dining Hall
133 E 13th St., New York, NY 10003
Menu
Take me there!",Dining Menus,Dining,Full,,FALSE,FALSE,
4/13/19 1:57PM,I don't know,Button,I'll help you find your way around the City. SuperBot to the rescue!,Bus IDK,Public Safety,Full,,FALSE,FALSE,
4/13/19 1:57PM,Bus route,Freeform,What bus route are you taking today?,Bus Welcome,Public Safety,Full,,FALSE,FALSE,
4/13/19 1:58PM,Study abroad sites,Freeform,What study away site are you interested to learn more about?,Sites Home,Study Away,Full,,FALSE,FALSE,
4/13/19 1:58PM,18 below menu,Freeform,"For the 18 Below Menu
nyu.campusdish.com
Click here!",Dining Menus,Dining,Full,,FALSE,FALSE,
4/13/19 1:59PM,feedback,Freeform,"Thank you for taking the time to let me know how we're doing. I'm excited to hear your thoughts! What do you want to give me feedback on?
💜 NYU
🤖 BobChat",Feedback Welcome,Feedback,Full,,FALSE,FALSE,
4/13/19 2:24PM,Res halls,Freeform,Do you want to explore Manhattan or Brooklyn Halls?,Residence Halls,Housing,Full,,FALSE,FALSE,
4/13/19 2:24PM,Manhattan Halls,Button,Which Manhattan Residence Hall would you like more information about?,Residence Halls Manhattan,Housing,Full,,FALSE,FALSE,
4/13/19 2:24PM,This one!,Button,"
Explore Rubin Hall
www.youtube.com
Watch now!
What would you like to know about Rubin Hall?",Rubin Menu,Housing,Full,,FALSE,FALSE,
4/13/19 2:24PM,Pictures,Button,Here are some pictures of Rubin:,Rubin Pictures,Housing,Full,,FALSE,FALSE,
4/13/19 6:4PM,Weinstein,Freeform,NYU has a lot of Weinsteins! Which one do you want to know more about?,Weinstein Redirect,Redirects,Full,,FALSE,FALSE,
4/13/19 6:4PM,🏡 Housing,Button,"Explore Weinstein Hall
www.youtube.com
Watch now!",Weinstein Menu,Housing,Full,,FALSE,FALSE,
4/13/19 6:5PM,Pictures,Button,Here are some pictures of Weinstein:,Weinstein Pictures,Housing,Full,,FALSE,FALSE,
4/14/19 10:19AM,dining hall menu,Freeform,"18 Below
18 Waverly Pl., New York, NY 10003
Menu
Take me there!
",Dining Menus,Dining,Full,,FALSE,FALSE,
4/14/19 12:20PM,💜 Class of 2023,Button,"OMG YOU MADE IT!!!
Here's everything you need to know to have a stellar Weekend on the Square!",Weekend on the Square 2019,Seasonal,Full,,FALSE,FALSE,
4/14/19 12:20PM,🎓 Academics,Button,For questions about academics:,Academics Menu,Academics,Full,,FALSE,FALSE,
4/14/19 12:20PM,📝 Registrar,Button,"The Office of the Registrar is responsible for academic policies, the student information system, and student records from application to degree conferral.",Registrar Welcome,Registrar,Full,,FALSE,FALSE,
4/14/19 12:21PM,📬 Contact,Button,"You can visit them at either StudentLink Center Location
📍Manhattan
📍Brooklyn
Or reach them by email or phone
📨 Email
📞 Call",Registrar Contact,Registrar,Full,,FALSE,FALSE,
4/14/19 12:30PM,Route w,Freeform,"Route W offers weekend service combining Routes B, E, & G.",Bus W,Public Safety,Full,,FALSE,FALSE,
4/14/19 1:37PM,I need help finding my next class,Freeform,Of course! How can I help?,Small Talk,Small Talk,Full,,FALSE,FALSE,
4/14/19 1:37PM,I'm not sure which building my chem class is in,Freeform,"NYU's building codes can be confusing. Good thing I have them all memorized!
What building code do you need the address for?",Building Codes,Campus,Full,,FALSE,FALSE,
4/14/19 1:37PM,WAV,Freeform,Do you want to look up another one?,Building Codes,Campus,None,AI,FALSE,FALSE,
4/14/19 1:40PM,I'd like to get help with registration,Freeform,"Preparing to Register
Step-by-step guide to prepare you for registration
www.nyu.edu
More Info",Registrar Registration,Registrar,Full,,FALSE,FALSE,
4/14/19 1:43PM,I want to schedule an appointment with my advisor,Freeform,"To set up an appointment, you can call them during business hours:
For Physical Health
For Mental Health
After hours info
You can also make online appointments for services pertaining to Primary Care, Women's Health, and HIV Rapid Test
Click here!
For students who are experiencing an urgent need and cannot wait for an appointment, walk-in opportunities are offered.",SHC Appointment,Student Health Center,None,No content,FALSE,FALSE,
4/14/19 2:25PM,🎓 Academics,Button,For questions about academics:,Academics Menu,Academics,Full,,FALSE,FALSE,
4/14/19 2:25PM,📝 Registrar,Button,"The Office of the Registrar is responsible for academic policies, the student information system, and student records from application to degree conferral.",Registrar Welcome,Registrar,Full,,FALSE,FALSE,
4/14/19 2:25PM,Registration,Button,"Preparing to Register
Step-by-step guide to prepare you for registration
www.nyu.edu
More Info",Registrar Registration,Registrar,Full,,FALSE,FALSE,
4/14/19 2:26PM,How do I do that?,Button,"Go back to albert.nyu.edu and click ""Public Course Search"". Here you will find all the courses that are being offered by NYU. Note that you can only enroll in classes labeled as ""open""",CR Welcome,Registrar,Full,,FALSE,FALSE,
4/14/19 2:26PM,👎,Button,No worries! Have you looked through the course selection for the upcoming term?,CR Welcome,Registrar,Full,,FALSE,FALSE,
4/14/19 2:26PM,👍 Onward!,Button,Great! 📚 Step 2: Do you know what courses you want to take?,CR Welcome,Registrar,Full,,FALSE,FALSE,
4/14/19 2:26PM,✏️ Walkthrough,Button,"Hi! You want to register for courses? Great!
💻 Step 1: Start by logging onto Albert. Let me know when you're done",CR Welcome,Registrar,Full,,FALSE,FALSE,
4/14/19 3:0PM,is route w on service today,Freeform,"Route W offers weekend service combining Routes B, E, & G.",Bus W,Public Safety,Full,,FALSE,FALSE,
4/14/19 3:0PM,💭 Feedback,Button,Thank you for taking the time to let me know how we're doing. I'm excited to hear your thoughts! What do you want to give me feedback on?,Feedback Welcome,Feedback,Full,,FALSE,FALSE,
4/14/19 3:0PM,📍Live Map,Button,"For a live map of NYU buses
Click Here!",Live Map,Public Safety,Full,,FALSE,FALSE,
4/14/19 4:21PM,💜 Class of 2023,Button,"OMG YOU MADE IT!!!
Here's everything you need to know to have a stellar Weekend on the Square!",Weekend on the Square 2019,Seasonal,Full,,FALSE,FALSE,
4/14/19 4:22PM,💃 Things to Do,Button,Here are some of the best ways to make your Weekend on the Square one to remember!,WOTS 2019 Things to Do,Seasonal,Full,,FALSE,FALSE,
4/14/19 4:23PM,Is the housing deposit non-refundable?,Freeform,"The NYU Office of the Bursar will need a few days to confirm and process a loan refund after a student’s designated disbursement date. Students should check their Albert account for holds and ""to do"" list items that may prevent disbursement.",?Financial Aid Refund,Finances,None,AI,FALSE,FALSE,
4/14/19 6:16PM,📍Live Map,Button,"For a live map of NYU buses
Click Here!",Live Map,Public Safety,Full,,FALSE,FALSE,
4/14/19 8:59PM,All Bus Routes,Button,I'll help you find your way around the City. SuperBot to the rescue!,Bus IDK,Public Safety,Full,,FALSE,FALSE,
4/14/19 9:0PM,This one!,Button,"Route E goes to and from points north of Washington Square including Gramercy, Palladium, Third North, & UHall.",Bus E,Public Safety,Full,,FALSE,FALSE,
4/14/19 9:46PM,Ps fix the WiFi in ll2 of bobst,Freeform,"Having internet problems? Check the IT status page to see if NYU's wifi is down, or try some troubleshooting tips!
Status Page
Troubleshooting Tips",?WiFi Down,Miscellaneous,Full,,FALSE,TRUE,"
"
4/14/19 9:47PM,💜 NYU,Button,What would you like to tell me about NYU? Please answer in a single message so nothing gets lost.,Feedback NYU,Feedback,Full,,FALSE,TRUE,"User said ""The WiFi in ll2 of bobst never works"""
4/14/19 9:47PM,Can I make a complaint to bobst,Freeform,"Thank you for taking the time to let me know how we're doing. I'm excited to hear your thoughts! What do you want to give me feedback on?
💜 NYU
🤖 BobChat",Feedback Welcome,Feedback,Full,,FALSE,TRUE,
4/14/19 10:44PM,what are the timings for student link center's photo services on monday?,Freeform,"Location and Hours
www.nyu.edu
More Info",?StudentLink Center,StudentLink,Partial,No content,FALSE,FALSE,"Hours would be within ""passport photos"" website, within the gallery"
4/14/19 10:45PM,PHOTO SERVICES NYU STUDENT LINK,Freeform,"Location and Hours
www.nyu.edu
More Info",?StudentLink Center,StudentLink,Full,,FALSE,TRUE,"Within ""passport services"""
4/15/19 3:18AM,Hours,Button,The LGBTQ Center is open from 9AM to 8PM Monday through Thursday and from 9AM to 5PM on Fridays.,LGBTQ+ Hours,LGBTQ+,Full,,FALSE,FALSE,
4/15/19 3:18AM,Where is the LGBT Center?,Freeform,"The address for the LGBTQ Student Center is:
60 Washington Sq. South, Suite 602
New York, NY 10012
Hours",LGBTQ+ Address,LGBTQ+,Full,,FALSE,FALSE,
4/15/19 3:19AM,Trans@NYU,Button,"All Gender Restrooms
*This list is for NYC campuses only
📍Map
✏️ List",LGBTQ+ Trans@NYU,LGBTQ+,Full,,FALSE,FALSE,
4/15/19 3:19AM,Get Involved,Button,"Want to get involved with the LGBTQ Student Center?
Student Clubs and Organizations
www.nyu.edu
More Info",LGBTQ+ Get Involved,LGBTQ+,Full,,FALSE,FALSE,
4/15/19 3:20AM,Social Media,Button,"Follow them on social media to stay up to date with everything NYU LGBTQ!
Facebook
Twitter
Instagram",LGBTQ+ Social Media,LGBTQ+,Full,,FALSE,FALSE,
4/15/19 3:20AM,📬 Contact,Button,"There are many ways to reach them:
📨 Email
📞 Call
📍 Visit",LGBTQ+ Contact,LGBTQ+,Full,,FALSE,FALSE,
4/15/19 3:23AM,How can I report LGBT related bias and discrimination,Freeform,"The Bias Response Line provides a mechanism through which members of the NYU community can share or report experiences and concerns of bias, discrimination, or harassing behavior that may occur within our community.",?Bias Reporting,Miscellaneous,Full,,FALSE,TRUE,
4/15/19 3:24AM,What LGBT Student groups are there?,Freeform,Yikes! I couldn't find that. Want me to connect you with one of my humans? ✏️,Fallback,Fallback,None,No content,TRUE,FALSE,
4/15/19 7:28AM,StudentLink Contact,Button,"You can visit them at either StudentLink Center Location
📍Manhattan
📍Brooklyn
🕓 Hours
or reach them by email or phone
📨 Email
📞 Call",Finances Contact,Finances,Full,,FALSE,FALSE,
4/15/19 7:28AM,what building are classes in?,Freeform,"Building codes are used to abbreviate NYU locations. 

For example, when registering for a class you might see the location listed as ""SILV"" on Albert. This means your class takes place at the Silver Center for Arts and Sciences.
Do you want to look up a building code?",Building Codes Redirect,Campus,Partial,Vague,FALSE,FALSE,
4/15/19 10:29AM,I want to schedule an appointment with my advisor,Freeform,"To set up an appointment, you can call them during business hours:
For Physical Health
For Mental Health
After hours info
You can also make online appointments for services pertaining to Primary Care, Women's Health, and HIV Rapid Test
Click here!
For students who are experiencing an urgent need and cannot wait for an appointment, walk-in opportunities are offered.",SHC Appointment,Student Health Center,None,No content,FALSE,FALSE,
4/15/19 10:31AM,What is my advisor's number?,Freeform,"Sorry I didn't understand that, but I know a human who can. Want me to connect you? ✏️",Fallback,Fallback,None,No answer,FALSE,FALSE,
4/15/19 11:42AM,dining hall menu,Freeform,"18 Below
18 Waverly Pl., New York, NY 10003
Menu
Take me there!
",Dining Menus,Dining,Full,,FALSE,FALSE,
4/15/19 11:44AM,18 below menu,Freeform,"For the 18 Below Menu
nyu.campusdish.com
Click here!",Dining Menus,Dining,Full,,FALSE,FALSE,
4/15/19 12:31PM,Does laptop support do hardware,Freeform,"To look for books, articles, journals, and more
Click here!",Bobst Book Search,Libraries,None,No content,FALSE,FALSE,
4/15/19 3:2PM,Route f,Freeform,"Route F is the 3rd Ave Express going to Coral, Founders, Gramercy Green, Palladium, & Third North.",Bus F,Public Safety,Full,,FALSE,FALSE,
4/15/19 5:19PM,🎓 Academics,Button,For questions about academics:,Academics Menu,Academics,Full,,FALSE,FALSE,
4/15/19 5:20PM,Route F Bus,Freeform,"Route F is the 3rd Ave Express going to Coral, Founders, Gramercy Green, Palladium, & Third North.",Bus F,Public Safety,Full,,FALSE,FALSE,
4/15/19 8:38PM,All Bus Routes,Button,I'll help you find your way around the City. SuperBot to the rescue!,Bus IDK,Public Safety,Full,,FALSE,FALSE,
4/15/19 8:38PM,This one!,Button,Route B goes to and from points south of Washington Square including Lafayette and Broome.,Bus B,Public Safety,Full,,FALSE,FALSE,
4/15/19 8:54PM,🍽 Menu,Button,"For the Lipton Dining Hall Menu
nyu.campusdish.com
Click here!",Dining Menus,Dining,Full,,FALSE,FALSE,
4/15/19 8:54PM,palladium gym,Freeform,"Palladium
Offers strength and aerobic areas, recreation rooms, gymnasium, and deep pool
Address
Schedule
Hours",Athletics Facilities,Athletics,Full,,FALSE,FALSE,
4/15/19 8:56PM,is palladium gym open?,Freeform,"Palladium
Offers strength and aerobic areas, recreation rooms, gymnasium, and deep pool
Address
Schedule
Hours",Athletics Facilities,Athletics,Full,,FALSE,FALSE,
4/15/19 11:28PM,📍Campus Life,Button,For questions about campus life:,Campus Menu,Campus,Full,,FALSE,FALSE,
4/15/19 11:28PM,Are pets allowed in Graduate student housing?,Freeform,"Here is a list of items students are encouraged to bring:
🛏️Bedding, linens, towels
💞 Personal items
🍽️ Cooking equipment
❄️ Refrigerator and/or microwave
📺 Room amenities
For a complete and up to date list of all items:
Click here!",Allowed Items,Housing,None,AI,FALSE,FALSE,
4/15/19 11:28PM,for Graduates inquiry,Freeform,"2019 Commencement Ceremonies
The 187th All-University Commencement will take place on on Wed, May 22, 2019.
www.nyu.edu
More Info",Registrar Graduation,Registrar,None,Vague,FALSE,FALSE,Unclear prompt
4/15/19 11:28PM,Housing,Button,"NYU's diverse community and its place ""in and of"" NYC create a wealth of opportunities for students to learn, grow, and pursue their interests. NYU's Residential Life program can help students feel at home and build a fulfilling campus experience.",Housing Welcome,Housing,Full,,FALSE,FALSE,
4/15/19 11:29PM,Res Life Policy,Button,"Res Life policy can seem a bit complicated, but I'm here to help! Which policy do you have a question about?",Res Life Policy Home,Housing,Full,,FALSE,FALSE,
4/15/19 11:29PM,What NOT to Bring,Button,"Here's a list of some of the items that are not allowed within the Residence Halls:
NYU BobChat
🛋️ Furniture
💨 Air conditioners, air coolers, and electric heaters
🕯️ Candles or Incense
🌿 Drugs and other controlled substances without prescription
🔥 Flammable decorations including natural or artificial Christmas trees
💡 Halogen lamps
🔌 Extension cords and multi-plug adaptors
🍳 Hot plates, pressure cookers, toasters, toaster ovens, grills, or other open flame or heating coil devices
🐶 Pets or animals of any kind
🗡️ Weapons of any kind
NYU BobChat
For a complete and up to date list of all items:
Click here!",Banned Items,Housing,Full,,FALSE,FALSE,
4/15/19 11:30PM,Drug Policy,Button,"Marijuana (in all forms) is a strictly prohibited substance in the residence halls.
Water pipes, bongs, hookahs, and other paraphernalia commonly associated with drug use also are prohibited in the residence halls.",Drug Policy,Housing,Full,,FALSE,FALSE,
4/15/19 11:30PM,Alcohol Policy,Button,"Here’s NYU's Alcohol and Drug Policy:
If you are under 21, you are not allowed to consume or possess any forms of alcohol.
If you are over 21, you may consume and possess alcohol in YOUR suite or room. You are NOT allowed to consume or store alcohol in spaces with those under 21.
Participation in activities that facilitate or promote the rapid, dangerous, and/or forced consumption of alcohol (i.e. drinking games) is prohibited.",Alcohol Policy,Housing,Full,,FALSE,FALSE,
4/15/19 11:31PM,Quiet Hours,Button,"Quiet Hours are courtesy hours for your NYU neighbors who want to do work or sleep.
Weeknight (Sunday through Thursday) quiet hours start at 11PM.
Weekend (Friday and Saturday) quiet hours start at 1AM.",Quiet Hours,Housing,Full,,FALSE,FALSE,
4/16/19 9:39AM,Bus b,Freeform,Route B goes to and from points south of Washington Square including Lafayette and Broome.,Bus B,Public Safety,Full,,FALSE,FALSE,
4/16/19 2:14PM,dining hall menu,Freeform,"18 Below
18 Waverly Pl., New York, NY 10003
Menu
Take me there!
",Dining Menus,Dining,Full,,FALSE,FALSE,
4/16/19 2:36PM,Can you use scholarship awards to pay enrollment fee?,Freeform,"Under the Office of Global Awards, there are many resources for you on Global Awards
Study in the UK
Pursue scholarships for graduate work in the United Kingdom
www.nyu.edu
More Info",LI Global Leadership,Development,None,No answer,FALSE,FALSE,Probably too specific
4/16/19 2:36PM,📬 Contact,Button,"There are many ways to reach them:
📨 Email
📞 Call
📍 Visit",LI Contact,Development,Full,,FALSE,FALSE,
4/16/19 2:36PM,📨 Email,Button,Their email is leadershipinitiative@nyu.edu,LI Email,Development,Full,,FALSE,FALSE,
4/16/19 2:37PM,Paying enrollment fee,Freeform,"The application fee is $80. If you need an application fee waiver, please contact your high school",?Application Fee,Admissions,None,No content,FALSE,FALSE,
4/16/19 2:37PM,Enrollment deposit,Freeform,Enrollment Verification can be requested through Albert.,?Enrollment Verification,Registrar,None,No content,FALSE,FALSE,
4/16/19 2:37PM,Paying enrollment deposit with scholarship money,Freeform,"Here's all the information you need to learn about NYU scholarship!
More Info",?Scholarship,Finances,None,No content,FALSE,FALSE,
4/16/19 2:39PM,tuition deposit,Freeform,"As of March 2018, these are the expected cost of attendance. Subject to change.",Cost of Attendance,Finances,None,No content,FALSE,FALSE,Reached out to offer help but user did not reply
4/16/19 3:21PM,bus route campus to gramercy green,Freeform,I'll help you find your way around the City. SuperBot to the rescue!,Bus IDK,Public Safety,Partial,AI,FALSE,FALSE,
4/16/19 3:21PM,bus from campus to gramercy,Freeform,"Explore Gramercy Green
www.youtube.com
Watch now!",Gram Menu,Housing,None,AI,FALSE,FALSE,
4/16/19 3:22PM,This one!,Button,"Route F is the 3rd Ave Express going to Coral, Founders, Gramercy Green, Palladium, & Third North.",Bus F,Public Safety,Full,,FALSE,FALSE,
4/16/19 3:27PM,This one!,Button,"Route E goes to and from points north of Washington Square including Gramercy, Palladium, Third North, & UHall.",Bus E,Public Safety,Full,,FALSE,FALSE,
4/16/19 3:29PM,Clubs,Button,What would you like to know about clubs?,Clubs Info Welcome,Center for Student Life,Full,,FALSE,FALSE,
4/16/19 3:30PM,Joining a Club,Button,"Joining a club is easy! Just show up at one of their meetings and you're good to go
Note: some clubs might ask you to join their mailing list so you can stay up to date!
For a list of clubs
Click here!",Clubs Joining,Center for Student Life,Full,,FALSE,FALSE,
4/16/19 3:36PM,LGBT student group,Button,"Joining a club is easy! Just show up at one of their meetings and you're good to go
Note: some clubs might ask you to join their mailing list so you can stay up to date!
For a list of clubs
Click here!",Clubs Joining,Center for Student Life,Partial,No content,FALSE,FALSE,
4/16/19 3:42PM,title 9,Freeform,"NYU is committed to complying with Title IX and enforcing University policies prohibiting discrimination on the basis of sex.
STEP 1: Once you are safe, call the Wellness Exchange
Call the Wellness Exchange (212. 443.9999) & ask for a Crisis Response Counselor
www.nyu.edu
More Info",?Title IX,Miscellaneous,Full,,FALSE,FALSE,
4/16/19 3:42PM,mary signor,Freeform,Oops I didn't get that. Wanna talk with a human? ✏️,Fallback,Fallback,None,No content,FALSE,FALSE,
4/16/19 3:42PM,bias hotline,Freeform,"The Bias Response Line provides a mechanism through which members of the NYU community can share or report experiences and concerns of bias, discrimination, or harassing behavior that may occur within our community.",?Bias Reporting,Miscellaneous,Full,,FALSE,FALSE,
4/16/19 3:43PM,hazing,Freeform,"Sorry I didn't understand that, but I know a human who can. Want me to connect you? ✏️",Fallback,Fallback,None,No content,FALSE,FALSE,
4/16/19 3:43PM,misconduct,Freeform,"NYU is committed to complying with Title IX and enforcing University policies prohibiting discrimination on the basis of sex.
STEP 1: Once you are safe, call the Wellness Exchange
Call the Wellness Exchange (212. 443.9999) & ask for a Crisis Response Counselor
www.nyu.edu
More Info",?Title IX,Miscellaneous,Full,,FALSE,FALSE,
4/16/19 9:37PM,Route e,Freeform,"Route E goes to and from points north of Washington Square including Gramercy, Palladium, Third North, & UHall.",Bus E,Public Safety,Full,,FALSE,FALSE,
4/17/19 10:11AM,Lipton hours,Freeform,"The hours for Lipton Dining Hall are: 

Monday through Friday
7:30AM to 3PM
4 to 9PM

Saturday and Sunday
11AM to 8PM",Lipton Dining Hours,Dining,Full,,FALSE,FALSE,
4/17/19 10:54AM,Hi i can't connect to the NYU Legacy wifi,Freeform,There are many ways to get to NYU:,?Getting to NYU,Campus,None,AI,TRUE,FALSE,
4/17/19 10:56AM,dining hall menu,Freeform,"18 Below
18 Waverly Pl., New York, NY 10003
Menu
Take me there!
",Dining Menus,Dining,Full,,FALSE,FALSE,
4/17/19 11:12AM,Transfer admissions decision date,Freeform,"Transfer Student Programs are here to help you understand what it is like to be an NYU student as you navigate a new place, new policies and procedures, and a new campus culture.",Transfer Student Life,Center for Student Life,None,No content,TRUE,FALSE,
4/17/19 12:59PM,Route A schedule,Freeform,Route A offers transportation between Washington Square and Tandon in Brooklyn.,Bus A,Public Safety,Full,,FALSE,FALSE,
4/17/19 1:31PM,When will my diploma ready for pick-up after I graduate?,Freeform,"2019 Commencement Ceremonies
The 187th All-University Commencement will take place on on Wed, May 22, 2019.
www.nyu.edu
More Info",Registrar Graduation,Registrar,Partial,AI,TRUE,FALSE,
4/17/19 3:46PM,All Bus Routes,Button,I'll help you find your way around the City. SuperBot to the rescue!,Bus IDK,Public Safety,Full,,FALSE,FALSE,
4/17/19 3:46PM,This one!,Button,Route B goes to and from points south of Washington Square including Lafayette and Broome.,Bus B,Public Safety,Full,,FALSE,FALSE,
4/17/19 9:57PM,For I-20 what will be the total amount for bank statement for MS Chemical Engineering ang Biomolecular with a 9000 USD scholarship,Freeform,Yikes! I couldn't find that. Want me to connect you with one of my humans? ✏️,Fallback,Fallback,None,No answer,TRUE,FALSE,Too specific
4/17/19 9:57PM,yes please,Freeform,I will now connect you with one of my humans!,Live Chat,Human,Full,,FALSE,FALSE,
4/17/19 10:55PM,when does class registration start for undergrad going in this fall?,Freeform,"Hi! You want to register for courses? Great!
💻 Step 1: Start by logging onto Albert. Let me know when you're done",CR Welcome,Registrar,Partial,No content,FALSE,FALSE,
4/17/19 10:56PM,👍 Onward!,Button,Great! 📚 Step 2: Do you know what courses you want to take?,CR Welcome,Registrar,Full,,FALSE,FALSE,
4/17/19 10:56PM,👎,Button,No worries! Have you looked through the course selection for the upcoming term?,CR Welcome,Registrar,Full,,FALSE,FALSE,
4/17/19 10:56PM,How do I do that?,Button,"Go back to albert.nyu.edu and click ""Public Course Search"". Here you will find all the courses that are being offered by NYU. Note that you can only enroll in classes labeled as ""open""",CR Welcome,Registrar,Full,,FALSE,FALSE,
4/17/19 10:57PM,Still struggling,Button,No worries! We’ll figure this out. What’s the problem?,CR Welcome,Registrar,Full,,FALSE,FALSE,
4/17/19 10:57PM,Other Problem,Button,Do you want to talk to one of my humans?,CR Welcome,Registrar,Full,,FALSE,FALSE,
4/17/19 10:58PM,Yes!,Button,"My humans are all out of the office right now, but I can leave them a message and they'll get back to you as soon as possible!
Would you like to leave a message?",Live Chat,Human,Full,,FALSE,FALSE,
4/17/19 10:59PM,undergrad class registration,Freeform,"Hi! You want to register for courses? Great!
💻 Step 1: Start by logging onto Albert. Let me know when you're done",CR Welcome,Registrar,Partial,No content,FALSE,FALSE,
4/17/19 10:59PM,👍 Onward!,Button,Great! 📚 Step 2: Do you know what courses you want to take?,CR Welcome,Registrar,Full,,FALSE,FALSE,
4/17/19 10:59PM,👍,Button,Awesome! 💯 Step 3: Do you have your course codes?,CR Welcome,Registrar,Full,,FALSE,FALSE,
4/17/19 11:0PM,🚨 Help!,Button,"Go back to albert.nyu.edu and click ""Public Course Search"". Here you will find all the courses that are being offered by NYU. Note that you can only enroll in classes labeled as ""open""",CR Welcome,Registrar,Full,,FALSE,FALSE,
4/17/19 11:0PM,Still struggling,Button,No worries! We’ll figure this out. What’s the problem?,CR Welcome,Registrar,Full,,FALSE,FALSE,
4/17/19 11:0PM,Other Problem,Button,Do you want to talk to one of my humans?,CR Welcome,Registrar,Full,,FALSE,FALSE,
4/17/19 11:0PM,Yes!,Button,"My humans are all out of the office right now, but I can leave them a message and they'll get back to you as soon as possible!
Would you like to leave a message?",Live Chat,Human,Full,,FALSE,FALSE,Reached out the following morning
4/18/19 8:54AM,dining hall menu,Freeform,"18 Below
18 Waverly Pl., New York, NY 10003
Menu
Take me there!
",Dining Menus,Dining,Full,,FALSE,FALSE,
4/18/19 9:44AM,🎓 Academics,Button,For questions about academics:,Academics Menu,Academics,Full,,FALSE,FALSE,
4/18/19 9:44AM,📝 Registrar,Button,"The Office of the Registrar is responsible for academic policies, the student information system, and student records from application to degree conferral.",Registrar Welcome,Registrar,Full,,FALSE,FALSE,
4/18/19 9:44AM,Graduation,Button,"2019 Commencement Ceremonies
The 187th All-University Commencement will take place on on Wed, May 22, 2019.
www.nyu.edu
More Info",Registrar Graduation,Registrar,Full,,FALSE,FALSE,
4/18/19 9:44AM,📬 Contact,Button,"You can visit them at either StudentLink Center Location
📍Manhattan
📍Brooklyn
Or reach them by email or phone
📨 Email
📞 Call",Registrar Contact,Registrar,Full,,FALSE,FALSE,
4/18/19 9:45AM,Transcripts,Button,"Transcript Requests
Get a comprehensive record of your academic progress at NYU
www.nyu.edu
More Info",Registrar Transcripts,Registrar,Full,,FALSE,FALSE,
4/18/19 9:45AM,Registration,Button,"Preparing to Register
Step-by-step guide to prepare you for registration
www.nyu.edu
More Info",Registrar Registration,Registrar,Full,,FALSE,FALSE,
4/18/19 9:50AM,🌍 Global Network,Button,For questions about the NYU Global Network:,Global Network Menu,Miscellaneous,Full,,FALSE,FALSE,
4/18/19 9:50AM,🇦🇪 Abu Dhabi,Button,"With its goal to push forward the frontiers of knowledge and respond in powerful and interdisciplinary ways to vital global and local challenges, NYU Abu Dhabi has quickly grown into a hub for advanced research and the arts within the United Arab Emirates.
What would you like to know about NYUAD?",NYU Abu Dhabi Welcome,Abu Dhabi,Full,,FALSE,FALSE,
4/18/19 9:50AM,Resources,Button,"Curious about what NYU Abu Dhabi and the city have to offer? Take a look:
Living in Abu Dhabi
Got any questions about life in the UAE? Start here:
nyuad.nyu.edu
Click here!",NYUAD Resources,Abu Dhabi,Full,,FALSE,FALSE,
4/18/19 9:51AM,diversity,Freeform,Check out one of NYU's centers for diversity:,Diversity Menu,Miscellaneous,Full,,FALSE,FALSE,
4/18/19 9:51AM,⚡️ Zone Training,Button,"One community for allyship and advocacy. Eight ways to make a difference. One Zone fosters an inclusive, empathetic, informed, and safer NYU, one training at a time
Action Zone
Be an active bystander and combat a culture that normalizes sexual violence
www.nyu.edu
More Info",?Zone Training,Miscellaneous,Full,,FALSE,FALSE,
4/18/19 9:51AM,abu dhabi,Freeform,"Which Abu Dhabi section are you interested in?
For Study Away students
Get information about academics, housing, and facts about the city
This one!",Abu Dhabi Redirect,Abu Dhabi,Full,,FALSE,FALSE,
4/18/19 9:52AM,LGBT in Abu Dhabi,Freeform,"Welcome to NYU Abu Dhabi! This site presents students with a visionary new model for higher education at the crossroads of the world that combines the best of a research university education with the advantages of a liberal arts, sciences, and engineering curriculum
What would you like to know about Abu Dhabi?",Abu Dhabi Home,Abu Dhabi,None,No content,FALSE,FALSE,No DEI resources on website
4/18/19 9:52AM,Life in Abu Dhabi,Button,"Wanna know what to expect for your life in Abu Dhabi? I got you!
Cost & Budgeting
www.nyu.edu
More Info",AD Life In,Abu Dhabi,Full,,FALSE,FALSE,
4/18/19 9:52AM,gay,Freeform,"NYU's Lesbian, Gay, Bisexual, Transgender and Queer (LGBTQ) Student Center exists to create campus environments that are inclusive and supportive of student diversity in the areas of sexual orientation and gender identity and expression.
What would you like to know about the LGBTQ Student Center?",LGBTQ+ Center Welcome,LGBTQ+,Full,,FALSE,FALSE,
4/18/19 9:53AM,Trans@NYU,Button,"All Gender Restrooms
*This list is for NYC campuses only
📍Map
✏️ List",LGBTQ+ Trans@NYU,LGBTQ+,Full,,FALSE,FALSE,
